,"Time Since Formation, h","N, # / m","Optical Depth, ---","Integrated Optical Depth, m","I, kg of ice / m","Extinction defined width, m","Extinction defined depth, m"
0,0.0,9617833000000.0,0.0022750864086127803,81.474655,0.032809507,10.0,80.0
1,0.16666666666666666,9214110000000.0,0.0011198986985294674,513.8325,0.58213943,680.0,126.0
2,0.3333333333333333,9213369000000.0,0.001100502979279423,965.9815,1.8255955,1300.0,175.0
3,0.5,9212273000000.0,0.001023954597933421,1264.826,3.2390656,1750.0,217.0
4,0.6666666666666666,9188492000000.0,0.0009072269864241518,1451.12,4.620697,2100.0,238.0
5,0.8333333333333334,9145052000000.0,0.0008050024523866427,1628.6935,6.1823936,2350.0,266.0
6,1.0,9035243000000.0,0.0006918019395186288,1780.0112,7.9583507,2700.0,294.0
7,1.1666666666666667,8869574000000.0,0.0005776038685702684,1944.9004,10.289455,2950.0,329.0
8,1.3333333333333333,8643499500000.0,0.0004913689388093414,2103.5156,12.8351555,3250.0,322.0
9,1.5,8362167000000.0,0.00045187377626698373,2215.0898,14.534932,3500.0,336.0
10,1.6666666666666665,8062133300000.0,0.00042138231011166425,2251.0012,14.769529,3700.0,343.0
11,1.8333333333333335,7738273000000.0,0.00039082965911611757,2277.6118,14.728851,4050.0,364.0
12,2.0,7401416000000.0,0.00032770507854858904,2304.546,14.853473,4400.0,385.0
13,2.1666666666666665,7019737600000.0,0.0003038773236871696,2311.4536,14.858895,4850.0,434.0
14,2.3333333333333335,6644783000000.0,0.00028485256248459047,2329.3333,15.02697,5350.0,462.0
15,2.5,6270704000000.0,0.0002693666276701007,2333.067,15.089495,5600.0,497.0
16,2.6666666666666665,5910794600000.0,0.0002570763854196559,2349.7686,15.281706,5800.0,462.0
17,2.8333333333333335,5552211500000.0,0.0002430227313591078,2364.553,15.506026,6200.0,448.0
18,3.0,5209818000000.0,0.0002316779303487696,2369.3718,15.690426,6700.0,469.0
19,3.1666666666666665,4874840300000.0,0.0002199789081930722,2366.1738,15.761646,7750.0,595.0
20,3.3333333333333335,4564214300000.0,0.00021032569181223776,2372.8044,15.979292,7800.0,546.0
21,3.5,4287700700000.0,0.00020166766456565283,2371.6775,16.102552,7650.0,511.0
22,3.6666666666666665,3992189100000.0,0.00019124107438398604,2369.6216,16.232075,9000.0,602.0
23,3.8333333333333335,3727615900000.0,0.0001829903974948052,2362.112,16.276253,9000.0,602.0
24,4.0,3495192000000.0,0.00017434388760510463,2360.639,16.396454,9750.0,595.0
25,4.166666666666667,3258962100000.0,0.00016652554785081828,2343.4404,16.503038,10400.0,595.0
26,4.333333333333333,3038002800000.0,0.0001591225491267698,2331.5974,16.594183,10600.0,595.0
27,4.5,2843445300000.0,0.0001531472760997493,2319.68,16.66608,11050.0,588.0
28,4.666666666666667,2667898500000.0,0.00014758393128574626,2306.4414,16.711998,11500.0,595.0
29,4.833333333333333,2489540400000.0,0.0001403166090461898,2277.66,16.661627,11650.0,588.0
30,5.0,2338107200000.0,0.00013573145187826516,2271.8228,16.79376,12250.0,588.0
31,5.166666666666667,2193919000000.0,0.00013034569673661938,2247.2786,16.724722,12400.0,588.0
32,5.333333333333333,2047630100000.0,0.00012431214807613272,2211.7068,16.628437,12550.0,581.0
33,5.5,1909658700000.0,0.0001189997621153779,2179.1165,16.573505,13300.0,581.0
34,5.666666666666667,1793702600000.0,0.00011488337279380497,2157.3735,16.570951,13550.0,574.0
35,5.833333333333333,1675868100000.0,0.00011068373203706531,2122.7837,16.440233,13800.0,574.0
36,6.0,1566334800000.0,0.00010522688177400872,2084.1313,16.301434,14050.0,567.0
37,6.166666666666667,1464798300000.0,0.00010135701275227517,2045.5322,16.103634,14550.0,567.0
38,6.333333333333333,1367428600000.0,9.71169723371189e-05,2002.4606,15.964471,14600.0,560.0
39,6.5,1274085200000.0,9.32583263194134e-05,1958.8918,15.767241,15000.0,560.0
40,6.666666666666667,1189514000000.0,8.92649382420265e-05,1914.9872,15.577757,15300.0,560.0
41,6.833333333333333,1116007300000.0,8.635486494855251e-05,1875.7373,15.398339,15400.0,553.0
42,7.0,1043492900000.0,8.287710524890176e-05,1832.0177,15.184588,15700.0,553.0
43,7.166666666666667,973704460000.0,7.88942110366798e-05,1779.4054,14.872273,16150.0,546.0
44,7.333333333333333,906968500000.0,7.570135260185724e-05,1725.6671,14.545253,16150.0,588.0
45,7.5,843045540000.0,7.203423350690475e-05,1673.6115,14.260868,16350.0,588.0
46,7.666666666666667,783786640000.0,6.900729285633643e-05,1617.6659,13.906609,16550.0,581.0
47,7.833333333333333,729350800000.0,6.57754553060356e-05,1564.9598,13.585247,16750.0,588.0
48,8.0,675457660000.0,6.282107469118782e-05,1506.5027,13.209611,16900.0,581.0
49,8.166666666666666,627970500000.0,5.9847657755405655e-05,1451.4362,12.812328,16950.0,574.0
50,8.333333333333334,578734850000.0,5.662398597982744e-05,1383.298,12.332865,17200.0,574.0
51,8.5,533882470000.0,5.344520922098045e-05,1320.4149,11.859188,17350.0,574.0
52,8.666666666666666,493103500000.0,5.074418003898695e-05,1264.7517,11.479999,17750.0,581.0
53,8.833333333333334,453880120000.0,4.807230180502257e-05,1206.1969,11.05969,17800.0,574.0
54,9.0,417527300000.0,4.5644027726631536e-05,1152.6718,10.70171,17900.0,616.0
55,9.166666666666666,382911120000.0,4.30842859967178e-05,1095.6545,10.278124,18200.0,609.0
56,9.333333333333334,350700080000.0,4.083488545776331e-05,1039.4924,9.843337,18250.0,609.0
57,9.5,320575500000.0,3.836241323746394e-05,981.3705,9.396641,18300.0,588.0
58,9.666666666666666,291748020000.0,3.5896086768385144e-05,922.5176,8.925492,18450.0,602.0
59,9.833333333333334,264501740000.0,3.3527277360904696e-05,863.3386,8.432476,18250.0,574.0
60,10.0,238486700000.0,3.125096839130002e-05,801.13934,7.9001613,18400.0,574.0
61,10.166666666666666,214030010000.0,2.8838568216838515e-05,738.10693,7.34632,18600.0,560.0
62,10.333333333333334,191608780000.0,2.660083772994368e-05,677.99615,6.784986,18450.0,553.0
63,10.5,170456450000.0,2.4623665891390674e-05,624.18774,6.3161955,18100.0,553.0
64,10.666666666666666,151123080000.0,2.360240070549829e-05,571.15594,5.8491983,17700.0,511.0
65,10.833333333333334,133355820000.0,2.1548427514405717e-05,520.35187,5.3902855,17550.0,504.0
66,11.0,116826130000.0,1.9469704909564503e-05,469.5537,4.9198327,18050.0,518.0
67,11.166666666666666,101875240000.0,1.7392189874190984e-05,421.6856,4.4646993,17250.0,476.0
68,11.333333333333334,88230010000.0,1.555000922317937e-05,376.49365,4.0327635,16700.0,476.0
69,11.5,75796636000.0,1.373154798871204e-05,333.392,3.6148658,17250.0,469.0
70,11.666666666666666,64624943000.0,1.2061405945317636e-05,292.13882,3.194489,16900.0,441.0
71,11.833333333333334,54718790000.0,1.0540962741131068e-05,254.62018,2.815528,16800.0,427.0
72,12.0,45953282000.0,9.111361593010865e-06,219.93175,2.4566426,16850.0,420.0
73,12.166666666666666,38476720000.0,7.880723578467011e-06,190.35231,2.1537364,16650.0,399.0
74,12.333333333333334,31859634000.0,6.731823308421691e-06,163.32433,1.8756708,16800.0,392.0
75,12.5,26191272000.0,5.686151747708536e-06,137.99158,1.6018705,16150.0,371.0
76,12.666666666666666,21317634000.0,4.792839308822484e-06,115.766235,1.3605323,16400.0,371.0
77,12.833333333333334,17186367000.0,4.005042044505797e-06,96.271255,1.1418148,16550.0,357.0
78,13.0,13783521000.0,3.37288338566497e-06,80.24483,0.96707606,16400.0,350.0
79,13.166666666666666,10897185000.0,2.7755689637312087e-06,65.38483,0.7982244,16100.0,343.0
80,13.333333333333334,8519075000.0,2.255285175198211e-06,53.002163,0.65569675,15600.0,336.0
81,13.5,6639530000.0,1.8105442215695817e-06,42.440044,0.5292244,15500.0,350.0
82,13.666666666666666,5115300400.0,1.445665312421226e-06,33.735832,0.4257199,15350.0,322.0
83,13.833333333333334,3919964700.0,1.1436791456044378e-06,26.64301,0.33977127,15900.0,329.0
84,14.0,2971808000.0,8.909239825883963e-07,20.721586,0.266666,15650.0,315.0
85,14.166666666666666,2246045400.0,6.929551982570197e-07,16.119242,0.20941082,15550.0,308.0
86,14.333333333333334,1685357300.0,5.35074944618025e-07,12.417561,0.16282363,15350.0,308.0
87,14.5,1251048000.0,4.0646157925940263e-07,9.401326,0.123998314,15750.0,301.0
88,14.666666666666666,924780700.0,3.0734567190416323e-07,7.079064,0.09377683,15400.0,224.0
89,14.833333333333334,679036160.0,2.3187469353318408e-07,5.3163037,0.07080136,15500.0,357.0
90,15.0,499170980.0,1.7588495113250255e-07,4.018948,0.054061156,15450.0,315.0
91,15.166666666666666,361286800.0,1.299533794735703e-07,2.969019,0.040237665,15750.0,280.0
92,15.333333333333334,260161070.0,9.5639564875892e-08,2.1759632,0.029622663,14800.0,350.0
93,15.5,186620850.0,7.055955678029085e-08,1.5848581,0.021646734,14800.0,217.0
94,15.666666666666666,132681816.0,5.1594824084950235e-08,1.1440331,0.015711617,14900.0,371.0
95,15.833333333333334,94630504.0,3.7613759267461394e-08,0.8304138,0.011460894,15050.0,280.0
