,"Time Since Formation, h","N, # / m","Optical Depth, ---","Integrated Optical Depth, m","I, kg of ice / m","Extinction defined width, m","Extinction defined depth, m"
58,9.666666666666666,292472030000.0,3.2385309590042054e-05,922.869,8.913006,18550.0,581.0
59,9.833333333333334,265000320000.0,3.0257050390617364e-05,866.95544,8.478686,18700.0,574.0
60,10.0,239238400000.0,2.819429380055151e-05,810.8174,8.040449,18600.0,567.0
61,10.166666666666666,215083240000.0,2.6060333789456803e-05,750.7676,7.5189543,18750.0,567.0
62,10.333333333333334,192513260000.0,2.4018371677757198e-05,691.43024,6.979259,18750.0,560.0
63,10.5,172007980000.0,2.2050025447080902e-05,634.5082,6.4547443,18600.0,532.0
64,10.666666666666666,152505500000.0,2.023619571379164e-05,580.97003,5.9801526,18500.0,539.0
65,10.833333333333334,134484490000.0,1.8333944875123847e-05,526.46967,5.4642334,18150.0,497.0
66,11.0,117973950000.0,1.6585922777186292e-05,474.44894,4.9705877,17800.0,497.0
67,11.166666666666666,102802630000.0,1.4831667494105989e-05,425.02768,4.4954023,17850.0,483.0
68,11.333333333333334,89078030000.0,1.3267161866679596e-05,378.31348,4.0405746,17300.0,476.0
69,11.5,76700610000.0,1.181531145019079e-05,334.82178,3.6035295,17250.0,476.0
70,11.666666666666666,65730507000.0,1.0442377049703743e-05,294.9294,3.204048,17150.0,448.0
71,11.833333333333334,55727430000.0,9.201834908098146e-06,258.9269,2.8566513,17400.0,420.0
72,12.0,46948356000.0,7.98873932397572e-06,224.5188,2.5017798,16650.0,420.0
73,12.166666666666666,39221957000.0,6.937374838614441e-06,193.7823,2.1818373,16900.0,399.0
74,12.333333333333334,32543123000.0,5.952700464332371e-06,165.88562,1.8904068,16650.0,385.0
75,12.5,26697282000.0,5.090417903378841e-06,140.89618,1.6278679,16650.0,385.0
76,12.666666666666666,21661272000.0,4.276831678401921e-06,117.91862,1.3790244,16250.0,371.0
77,12.833333333333334,17467630000.0,3.578365196499026e-06,98.12422,1.1611366,16250.0,357.0
78,13.0,13944537000.0,2.9530438586960625e-06,80.738594,0.9675418,16100.0,364.0
79,13.166666666666666,11050060000.0,2.4228825342023825e-06,66.12055,0.80167925,15950.0,350.0
80,13.333333333333334,8693838000.0,1.966435473901601e-06,53.780502,0.6605159,15900.0,357.0
81,13.5,6772584400.0,1.5797820283386204e-06,43.113255,0.5358012,15950.0,343.0
82,13.666666666666666,5206433000.0,1.2500068734573924e-06,34.023563,0.4265736,15600.0,329.0
83,13.833333333333334,3973014800.0,9.89087313147691e-07,26.707138,0.3384197,16200.0,336.0
84,14.0,3016177400.0,7.677873293086791e-07,20.676731,0.26369274,15700.0,350.0
85,14.166666666666666,2277377800.0,5.975416144149598e-07,16.042154,0.20611493,15600.0,308.0
86,14.333333333333334,1713496600.0,4.667471773186814e-07,12.474131,0.16180027,15550.0,315.0
87,14.5,1276644000.0,3.6052108565592275e-07,9.583724,0.12576436,15400.0,315.0
88,14.666666666666666,942666000.0,2.743349197551792e-07,7.2487297,0.09610316,15350.0,301.0
89,14.833333333333334,688659300.0,2.022273524542471e-07,5.3727174,0.07153807,15300.0,294.0
90,15.0,506677660.0,1.5163105133507196e-07,4.0405993,0.054175302,15550.0,364.0
91,15.166666666666666,369625470.0,1.1346342963320518e-07,3.029172,0.040987324,15050.0,280.0
92,15.333333333333334,266880110.0,8.367173542814075e-08,2.2258847,0.030294014,15450.0,308.0
93,15.5,192001630.0,6.138699724356585e-08,1.6275158,0.022228317,15400.0,231.0
94,15.666666666666666,137071570.0,4.4582991117727154e-08,1.1796128,0.016180411,15600.0,364.0
95,15.833333333333334,97596530.0,3.25229031699204e-08,0.85558736,0.011801195,15400.0,315.0
96,16.0,68508920.0,2.3377929863602364e-08,0.61003494,0.008457386,15350.0,224.0
