,"Time Since Formation, h","N, # / m","Optical Depth, ---","Integrated Optical Depth, m","I, kg of ice / m","Extinction defined width, m","Extinction defined depth, m"
0,0.0,9617833000000.0,0.0022750864086127803,81.474655,0.032809507,10.0,80.0
1,0.16666666666666666,9214110000000.0,0.0010246628811058777,518.43164,0.5888844,680.0,126.0
2,0.3333333333333333,9214417000000.0,0.0009926626490726898,969.1806,1.831229,1300.0,175.0
3,0.5,9212647000000.0,0.0009021780038308737,1252.0635,3.2135837,1700.0,210.0
4,0.6666666666666666,9197822000000.0,0.000813979413184052,1457.222,4.6181173,2050.0,238.0
5,0.8333333333333334,9152479000000.0,0.000714770355324997,1620.683,6.14488,2400.0,266.0
6,1.0,9045202000000.0,0.0006322410669761535,1771.3074,7.915779,2650.0,280.0
7,1.1666666666666667,8873041000000.0,0.0005165448249486715,1930.7892,10.257759,3050.0,350.0
8,1.3333333333333333,8676847400000.0,0.0004546101648565096,2106.2505,12.8643875,3250.0,371.0
9,1.5,8424380700000.0,0.00041758887892026213,2227.4417,14.629372,3850.0,441.0
10,1.6666666666666665,8115341000000.0,0.0003890850177122429,2268.191,14.839286,3750.0,364.0
11,1.8333333333333335,7815624000000.0,0.0003243725240987088,2286.5664,14.812987,4050.0,371.0
12,2.0,7434211000000.0,0.0002979578906391836,2292.0557,14.736447,4450.0,385.0
13,2.1666666666666665,7065335500000.0,0.00027810217223508423,2296.6829,14.690123,4850.0,399.0
14,2.3333333333333335,6703839400000.0,0.00026598913718013466,2329.2117,14.937132,5200.0,413.0
15,2.5,6308346000000.0,0.0002523195400636781,2335.1582,15.060541,5500.0,420.0
16,2.6666666666666665,5944809400000.0,0.00023862524740994964,2345.5984,15.205854,5900.0,455.0
17,2.8333333333333335,5625683600000.0,0.0002286351817394943,2363.8948,15.4014845,6200.0,448.0
18,3.0,5287235000000.0,0.00021640949234736205,2378.4944,15.608313,6550.0,476.0
19,3.1666666666666665,4983138300000.0,0.00020668736739731162,2390.295,15.845647,7750.0,602.0
20,3.3333333333333335,4664142600000.0,0.00019703774467416156,2392.9263,15.983875,8000.0,595.0
21,3.5,4404464300000.0,0.00018836895658729585,2398.1104,16.164345,8250.0,595.0
22,3.6666666666666665,4111514200000.0,0.00017898960307648773,2391.0835,16.278742,8650.0,595.0
23,3.8333333333333335,3833611700000.0,0.0001704238429464119,2383.3535,16.381437,9200.0,588.0
24,4.0,3606412500000.0,0.00016353156483940804,2382.973,16.529575,9900.0,595.0
25,4.166666666666667,3380358200000.0,0.0001567956617860736,2379.324,16.639254,10150.0,595.0
26,4.333333333333333,3151082000000.0,0.0001501296276273809,2362.896,16.685995,10500.0,588.0
27,4.5,2928751000000.0,0.00014250503002476487,2329.734,16.639265,11000.0,595.0
28,4.666666666666667,2750541000000.0,0.00013791119727249782,2326.6292,16.718164,11400.0,595.0
29,4.833333333333333,2577833400000.0,0.00013126770312433077,2302.758,16.68616,11750.0,588.0
30,5.0,2397513400000.0,0.00012567549767523664,2279.937,16.731174,11950.0,588.0
31,5.166666666666667,2235877000000.0,0.00012124276337818242,2255.397,16.715809,12550.0,588.0
32,5.333333333333333,2090574300000.0,0.00011606116357856635,2227.1792,16.671463,12750.0,581.0
33,5.5,1958391000000.0,0.0001111115605629376,2202.2542,16.642887,13250.0,588.0
34,5.666666666666667,1838783900000.0,0.00010695486845121058,2175.8096,16.573315,13550.0,581.0
